,Gene,HGNC Gene ID,Disease,MONDO Disease ID,SOP,Classification,Report Reference URL,Report Date,Status,Definitive,Gene QID,Disease QID
725,SOS2,HGNC:11188,Noonan syndrome-like disorder with loose anagen hair,MONDO_0011899,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/9df6045c-63e0-419b-8dae-d60a08b2efbb--2018-06-06T12:54:26,2018-06-06T12:54:26.608Z,error,no,Q18031647,Q55783530
726,SOS2,HGNC:11188,Noonan syndrome,MONDO_0018997,SOP5,Moderate,https://search.clinicalgenome.org/kb/gene-validity/f20a1034-e29d-49bb-aed9-b4ba63dc5968--2018-07-25T15:05:37,2018-07-25T15:05:37.635Z,error,no,Q18031647,absent
727,SOX10,HGNC:11190,Waardenburg syndrome type 4C,MONDO_0013202,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/00a5b707-a265-4af0-a7e1-f15734ea42b9--2018-06-19T16:00:00,2018-06-19T16:00:00.000Z,complete,yes,Q18031655,Q32145200
728,SPRED1,HGNC:20249,Legius syndrome,MONDO_0012669,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/3ba44430-8f71-4b94-a6f1-7f66d3a27897--2019-01-24T05:00:00,2019-01-24T05:00:00.000Z,complete,yes,Q18052504,Q890470
729,SPTAN1,HGNC:11273,undetermined early-onset epileptic encephalopathy,MONDO_0018614,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/6737ac52-8177-4be1-95fe-92ddecbf5636--2019-01-17T17:24:27,2019-01-17T17:24:27.145Z,complete,yes,Q18031691,Q56014174
730,SRPX2,HGNC:30668,rolandic epilepsy-speech dyspraxia syndrome,MONDO_0015587,SOP5,Disputed,https://search.clinicalgenome.org/kb/gene-validity/e9555886-a248-4bd4-b3dc-50ff503d6e7a--2018-07-19T22:41:35,2018-07-19T22:41:35.410Z,error,no,Q18038755,Q56013736
731,STK11,HGNC:11389,Peutz-Jeghers syndrome,MONDO_0008280,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/9992,2017-02-22T00:00:00,error,yes,Q2745322,absent
732,STK11,HGNC:11389,familial ovarian cancer,MONDO_0016248,SOP4,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/8708,2016-10-26T00:00:00,error,no,Q2745322,Q172341
733,STRC,HGNC:16035,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/977b98b7-00f4-4200-9b17-f37303889ab4--2017-12-19T05:00:00,2017-12-19T05:00:00.000Z,complete,yes,Q18052497,Q9079046
734,STXBP1,HGNC:11444,infantile epilepsy syndrome,MONDO_0020071,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/a8d21800-652f-431b-a5d8-4208d4e91d46--2018-06-01T18:09:54,2018-06-01T18:09:54.232Z,complete,yes,Q18031776,Q18553413
735,SUCLA2,HGNC:11448,Leigh syndrome,MONDO_0009723,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/eedc8c99-a02a-4a34-ba72-1b0fc975e63f--2019-04-18T18:01:00,2019-04-18T18:01:00.762Z,error,yes,Q18033409,absent
736,SUCLG1,HGNC:11449,Leigh syndrome,MONDO_0009723,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/fd0a5a96-69b8-47fb-9b7b-17de29439ecc--2019-04-18T18:14:48,2019-04-18T18:14:48.882Z,error,no,Q18033406,absent
737,SUFU,HGNC:16466,medulloblastoma,MONDO_0007959,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/1408d8b1-015c-48b3-a28e-d99b5545fce8--2018-10-11T18:42:15,2018-10-11T18:42:15.077Z,error,yes,Q17145556,absent
738,SUOX,HGNC:11460,isolated sulfite oxidase deficiency,MONDO_0010089,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/be1ff294-4444-4d39-a507-a2115bcdcd58--2019-03-22T16:00:00,2019-03-22T16:00:00.000Z,complete,yes,Q14916244,Q55782334
739,SURF1,HGNC:11474,Leigh syndrome,MONDO_0009723,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/2ed17d9b-e746-4f1f-9c39-26f46bb2eadc--2019-04-08T16:03:38,2019-04-08T16:03:38.698Z,error,yes,Q18031793,absent
740,SYN1,HGNC:11494,complex neurodevelopmental disorder,MONDO_0100038,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/ca5a3e64-5daa-4a2f-876d-4e7648c53ff8--2018-12-05T17:00:00,2018-12-05T17:00:00.000Z,error,no,Q18031806,absent
741,SYNE4,HGNC:26703,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/7ba8e80d-ccfe-4c9d-a2a9-6abaa9dfacc6--2017-09-08T04:00:00,2017-09-08T04:00:00.000Z,error,no,Q18052561,Q9079046
742,SYNGAP1,HGNC:11497,complex neurodevelopmental disorder,MONDO_0100038,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/b19f2a30-5538-4339-9018-150fd1bcd9c8--2019-04-02T16:00:00,2019-04-02T16:00:00.000Z,error,yes,Q18033465,absent
743,SYP,HGNC:11506,non-syndromic X-linked intellectual disability,MONDO_0019181,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/9521,2017-12-20T00:00:00,error,no,Q14864388,absent
744,TACO1,HGNC:24316,Leigh syndrome,MONDO_0009723,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/ae2fd0e4-db4e-4e17-bfc8-c43719066f97--2019-10-16T15:04:33,2019-10-16T15:04:33.004Z,error,no,Q18040095,absent
745,TAT,HGNC:11573,tyrosinemia type II,MONDO_0010160,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/7a28aa11-78af-4c3b-900e-79c6a1e9339a--2019-03-08T17:00:00,2019-03-08T17:00:00.000Z,error,yes,Q18298361,absent
746,TBC1D24,HGNC:29203,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/cd496a45-5ae0-4e56-8a3d-2c410a5bd0c8--2018-03-27T16:00:00,2018-03-27T16:00:00.000Z,error,no,Q18043053,Q9079046
747,TCAP,HGNC:11610,hypertrophic cardiomyopathy,MONDO_0005045,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/8761,2017-04-10T00:00:00,error,no,Q18033105,absent
748,TCF4,HGNC:11634,Pitt-Hopkins syndrome,MONDO_0012589,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/096f830c-0065-456a-9e26-db54fd157981--2018-05-02T13:07:00,2018-05-02T13:07:00.401Z,complete,yes,Q14913982,Q1164401
749,TCOF1,HGNC:11654,Treacher-Collins syndrome,MONDO_0002457,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/3f91c5fe-8e58-4c98-9878-e428e2e41dd7--2019-09-17T16:00:00,2019-09-17T16:00:00.000Z,complete,yes,Q14880865,Q744790
750,TECTA,HGNC:11720,nonsyndromic genetic deafness,MONDO_0019497,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/0c7395aa-89bb-40e2-a226-0500fef478bb--2018-09-12T15:56:22,2018-09-12T15:56:22.335Z,complete,yes,Q18031940,Q9079046
751,TECTA,HGNC:11720,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/95b38b73-f807-4401-9600-fe1f319b9dd9--2018-01-02T17:00:00,2018-01-02T17:00:00.000Z,complete,yes,Q18031940,Q9079046
752,TGFB2,HGNC:11768,familial thoracic aortic aneurysm and aortic dissection,MONDO_0019625,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8254,2016-05-06T00:00:00,error,yes,Q14908050,absent
753,TGFB3,HGNC:11769,familial thoracic aortic aneurysm and aortic dissection,MONDO_0019625,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/8266,2016-12-22T00:00:00,error,no,Q18031970,absent
754,TGFBR1,HGNC:11772,familial thoracic aortic aneurysm and aortic dissection,MONDO_0019625,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8255,2016-10-12T00:00:00,error,yes,Q14911572,absent
755,TGFBR1,HGNC:11772,Loeys-Dietz syndrome,MONDO_0018954,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8a546ce2-432c-4c8a-90e5-97293d7938be--2019-03-27T16:00:00,2019-03-27T16:00:00.000Z,complete,yes,Q14911572,Q3508669
756,TGFBR2,HGNC:11773,familial thoracic aortic aneurysm and aortic dissection,MONDO_0019625,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8256,2016-02-15T00:00:00,error,yes,Q14911585,absent
757,TH,HGNC:11782,tyrosine hydroxylase deficiency,MONDO_0100064,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/c4bf9fbb-0046-4a90-9e74-0b3b79f28f59--2019-03-22T16:54:59,2019-03-22T16:54:59.143Z,error,yes,Q18254977,absent
758,TIMM8A,HGNC:11817,deafness dystonia syndrome,MONDO_0010578,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/a21d3842-b39e-4f98-860a-61a9aa4e2d2b--2017-12-19T05:00:00,2017-12-19T05:00:00.000Z,complete,yes,Q17913967,Q3508677
759,TJP2,HGNC:11828,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/bb5c5be5-918d-4ba5-b4ad-e243119a7e6a--2017-12-19T17:00:00,2017-12-19T17:00:00.000Z,error,no,Q18034074,Q9079046
760,TMC1,HGNC:16513,autosomal recessive nonsyndromic deafness 7,MONDO_0010967,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/5658,2017-02-15T00:00:00,complete,yes,Q18049298,Q28024647
761,TMC1,HGNC:16513,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/966d2fa1-5245-420d-9bf0-4a36aab29d74--2018-06-22T16:00:00,2018-06-22T16:00:00.000Z,complete,yes,Q18049298,Q9079046
762,TMEM127,HGNC:26038,hereditary pheochromocytoma-paraganglioma,MONDO_0017366,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8360,2017-06-22T00:00:00,complete,yes,Q18041934,Q56013982
763,TMEM132E,HGNC:26991,autosomal recessive nonsyndromic deafness,MONDO_0019588,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/9547,2017-11-21T00:00:00,error,no,Q18049597,absent
764,TMIE,HGNC:30800,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/b025a472-0a48-469c-a5f3-70df12ade334--2017-09-29T04:00:00,2017-09-29T04:00:00.000Z,complete,yes,Q18053904,Q9079046
765,TMPO,HGNC:11875,familial isolated dilated cardiomyopathy,MONDO_0015470,SOP4,Refuted,https://search.clinicalgenome.org/kb/gene-validity/3211,2016-11-30T00:00:00,error,no,Q14907451,Q56013726
766,TMPO,HGNC:11875,hypertrophic cardiomyopathy,MONDO_0005045,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/a1e1bb21-c617-4aac-b9d8-1c2054d76c55--2018-08-01T17:19:30,2018-08-01T17:19:30.510Z,error,no,Q14907451,absent
767,TMPRSS3,HGNC:11877,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/ee13ba8c-7986-4e6c-8a39-4ee197ba4023--2017-08-22T16:00:00,2017-08-22T16:00:00.000Z,complete,yes,Q18045709,Q9079046
768,TMTC2,HGNC:25440,nonsyndromic genetic deafness,MONDO_0019497,SOP5,Disputed,https://search.clinicalgenome.org/kb/gene-validity/0e56b4d6-4947-4de5-a3a7-373145019239--2018-08-22T17:57:07,2018-08-22T17:57:07.847Z,error,no,Q18052459,Q9079046
769,TNC,HGNC:5318,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/fce4988a-fb20-4f95-b73a-799c47b67e3b--2018-03-20T16:00:00,2018-03-20T16:00:00.000Z,error,no,Q18027461,Q9079046
770,TNNC1,HGNC:11943,hypertrophic cardiomyopathy,MONDO_0005045,SOP4,Moderate,https://search.clinicalgenome.org/kb/gene-validity/8765,2016-11-01T16:00:00,error,no,Q18032046,absent
771,TNNC2,HGNC:11944,hypertrophic cardiomyopathy,MONDO_0005045,SOP4,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/8760,2017-04-04T00:00:00,error,no,Q18032038,absent
772,TNNI3,HGNC:11947,hypertrophic cardiomyopathy,MONDO_0005045,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8769,2017-09-05T16:00:00,error,yes,Q18032049,absent
773,TNNT2,HGNC:11949,hypertrophic cardiomyopathy,MONDO_0005045,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8770,2017-11-07T16:00:00,error,yes,Q18032051,absent
774,TP53,HGNC:11998,Li-Fraumeni syndrome,MONDO_0018875,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/10083,2018-01-10T00:00:00,complete,yes,Q14818098,Q187542
775,TP53,HGNC:11998,familial ovarian cancer,MONDO_0016248,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/9991,2018-01-10T00:00:00,error,no,Q14818098,Q172341
776,TPM1,HGNC:12010,hypertrophic cardiomyopathy,MONDO_0005045,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8771,2016-12-20T16:00:00,error,yes,Q18032079,absent
777,TPRN,HGNC:26894,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/a4dce399-9aeb-452e-a917-3603eb09d11f--2017-09-12T04:00:00,2017-09-12T04:00:00.000Z,complete,yes,Q18054763,Q9079046
778,TRIM63,HGNC:16007,hypertrophic cardiomyopathy,MONDO_0005045,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/d9f35d3c-2d30-4947-9d10-87d21405586e--2018-08-01T16:33:16,2018-08-01T16:33:16.590Z,error,no,Q18047719,absent
779,TRIOBP,HGNC:17009,autosomal recessive nonsyndromic deafness,MONDO_0019588,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/9543,2017-06-06T00:00:00,error,yes,Q18036107,absent
780,TRPM4,HGNC:17993,Brugada syndrome,MONDO_0015263,SOP4,Disputed,https://search.clinicalgenome.org/kb/gene-validity/10164,false,error,no,Q15323765,absent
781,TSC1,HGNC:12362,tuberous sclerosis 1,MONDO_0008612,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8750,2017-03-01T00:00:00,complete,yes,Q14908113,Q55998494
782,TSC1,HGNC:12362,tuberous sclerosis,MONDO_0001734,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/61b07bb0-1385-4344-8b6c-571f6a271000--2019-01-23T17:00:00,2019-01-23T17:00:00.000Z,complete,yes,Q14908113,Q1362721
783,TSC2,HGNC:12363,tuberous sclerosis 1,MONDO_0008612,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8749,2017-03-08T00:00:00,complete,yes,Q18032199,Q55998494
784,TSC2,HGNC:12363,tuberous sclerosis,MONDO_0001734,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/0b0a33ff-44ca-497c-8499-cc1f50cead93--2019-01-23T17:00:00,2019-01-23T17:00:00.000Z,complete,yes,Q18032199,Q1362721
785,TSPAN7,HGNC:11854,"intellectual disability, X-linked 58",MONDO_0010266,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/9522,2018-02-08T00:00:00,error,no,Q18032014,absent
786,TSPEAR,HGNC:1268,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Disputed,https://search.clinicalgenome.org/kb/gene-validity/f0928b06-d3bb-41fe-8222-d7f0e6c0a25a--2017-09-26T04:00:00,2017-09-26T04:00:00.000Z,error,no,Q18040904,Q9079046
787,TTC19,HGNC:26006,Leigh syndrome,MONDO_0009723,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8dc9dcb6-1f63-41b1-80f1-a0f2a87b5ec4--2019-09-19T16:01:32,2019-09-19T16:01:32.570Z,error,yes,Q18041365,absent
788,TTN,HGNC:12403,hypertrophic cardiomyopathy,MONDO_0005045,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/10077,2017-12-14T00:00:00,error,no,Q14865286,absent
789,TTR,HGNC:12405,hereditary ATTR amyloidosis,MONDO_0017132,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/10063,2017-12-11T13:00:00,complete,yes,Q14864353,Q55786851
790,TUBB4B,HGNC:20771,Leber congenital amaurosis with early-onset deafness,MONDO_0060650,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/3b80d55d-0060-4b1c-849b-648011337400--2018-06-26T16:00:00,2018-06-26T16:00:00.000Z,error,no,Q18035340,absent
791,UBE2A,HGNC:12472,syndromic X-linked intellectual disability Nascimento type,MONDO_0010461,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/94765cdb-fe12-4098-b28e-20cd58744271--2018-07-13T13:49:34,2018-07-13T13:49:34.109Z,complete,yes,Q18032252,Q28065624
792,UBE3A,HGNC:12496,Angelman syndrome,MONDO_0007113,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/df25de82-ea9a-4d86-8b42-6587a39650e3--2018-05-02T13:23:44,2018-05-02T13:23:44.716Z,complete,yes,Q14878336,Q535364
793,UPF3B,HGNC:20439,complex neurodevelopmental disorder,MONDO_0100038,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/a1caf030-ef58-4f8f-ba40-aabbf81cf6b1--2019-07-03T20:14:44,2019-07-03T20:14:44.825Z,error,yes,Q18045854,absent
794,UQCRQ,HGNC:29594,Leigh syndrome,MONDO_0009723,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/9bf205a2-6eb3-40aa-b3dd-54c19ce6e6f7--2019-10-16T14:46:56,2019-10-16T14:46:56.909Z,error,no,Q18038595,absent
795,USH1C,HGNC:12597,Usher syndrome type 1,MONDO_0010168,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/5664,2017-02-15T00:00:00,error,yes,Q18035012,absent
796,USH1C,HGNC:12597,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/f4194490-1b41-4d6d-be63-4a2a8827bb85--2018-06-11T04:00:00,2018-06-11T04:00:00.000Z,error,no,Q18035012,Q9079046
797,USH1G,HGNC:16356,Usher syndrome type 1,MONDO_0010168,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/5660,2017-02-15T00:00:00,error,yes,Q18049583,absent
798,USH1G,HGNC:16356,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Disputed,https://search.clinicalgenome.org/kb/gene-validity/02c62d06-b496-4a48-a514-56a772fae071--2019-05-21T16:00:00,2019-05-21T16:00:00.000Z,error,no,Q18049583,Q9079046
799,USH2A,HGNC:12601,Usher syndrome type 2,MONDO_0016484,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/5661,2017-02-15T00:00:00,error,yes,Q18032308,absent
800,VCL,HGNC:12665,hypertrophic cardiomyopathy,MONDO_0005045,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/8762,2017-06-01T00:00:00,error,no,Q14873304,absent
801,VHL,HGNC:12687,hereditary pheochromocytoma-paraganglioma,MONDO_0017366,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8353,2017-06-16T00:00:00,complete,yes,Q14905473,Q56013982
802,VPS13B,HGNC:2183,Cohen syndrome,MONDO_0008999,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/ccfc68bc-9f00-4565-b2c7-70ad9f8e2002--2018-11-13T15:34:57,2018-11-13T15:34:57.342Z,complete,yes,Q7907439,Q1107087
803,VPS8,HGNC:29122,arthrogryposis multiplex congenita,MONDO_0015168,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/5463,2016-11-24T00:00:00,error,no,Q18037116,Q55785297
804,WAS,HGNC:12731,Wiskott-Aldrich syndrome,MONDO_0010518,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/a936b3ba-f1d0-4f14-bd56-14f64ad4de3a--2018-10-12T20:54:25,2018-10-12T20:54:25.459Z,complete,yes,Q14863971,Q953638
805,WBP2,HGNC:12738,autosomal recessive nonsyndromic deafness,MONDO_0019588,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/baa7931c-1d6a-4260-9816-fbca764c5a0e--2018-12-09T17:00:00,2018-12-09T17:00:00.000Z,error,no,Q18037277,absent
806,WDR45,HGNC:28912,complex neurodevelopmental disorder,MONDO_0100038,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/85a54036-4d36-414d-8d26-944b9763a039--2019-06-18T18:00:00,2019-06-18T18:00:00.000Z,error,yes,Q18036162,absent
807,WFS1,HGNC:12762,Wolfram syndrome,MONDO_0018105,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/1e81eeda-4dd0-431c-ad52-90304fb761c8--2018-09-11T18:54:09,2018-09-11T18:54:09.174Z,complete,yes,Q18032353,Q1153641
808,WFS1,HGNC:12762,Wolfram-like syndrome,MONDO_0013673,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/17637c9d-03fb-496a-a00c-ae2431f441e8--2018-04-17T04:00:00,2018-04-17T04:00:00.000Z,complete,yes,Q18032353,Q55784298
809,WHRN,HGNC:16361,Usher syndrome type 2D,MONDO_0012662,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8151,2017-05-10T00:00:00,complete,yes,Q18037755,Q32143660
810,WHRN,HGNC:16361,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/3188ec93-954a-4daa-b99d-7c5fccad8e1a--2018-12-26T17:00:00,2018-12-26T17:00:00.000Z,error,no,Q18037755,Q9079046
811,WRAP53,HGNC:25522,dyskeratosis congenita,MONDO_0015780,SOP4,Moderate,https://search.clinicalgenome.org/kb/gene-validity/3207,2017-01-25T00:00:00,error,no,Q18041577,absent
812,WRN,HGNC:12791,Werner syndrome,MONDO_0010196,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/d9c04f29-bc94-40c5-95d7-d25d21cd387f--2018-10-09T17:00:00,2018-10-09T17:00:00.000Z,complete,yes,Q14883734,Q1154619
813,XPA,HGNC:12814,xeroderma pigmentosum group A,MONDO_0010210,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/5cd298eb-1e1a-4283-851e-2dd24059ba22--2018-11-02T21:36:51,2018-11-02T21:36:51.734Z,complete,yes,Q18032389,Q32143704
814,XPC,HGNC:12816,xeroderma pigmentosum group C,MONDO_0010211,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8352d38c-7fb3-4a82-8f8b-7cd08fded1f4--2018-11-02T21:42:21,2018-11-02T21:42:21.860Z,complete,yes,Q18032390,Q32143719
815,XRCC2,HGNC:12829,hereditary breast carcinoma,MONDO_0016419,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/8706,2017-05-10T00:00:00,error,no,Q18032394,absent
816,XRCC2,HGNC:12829,familial ovarian cancer,MONDO_0016248,SOP4,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/8707,2017-04-26T00:00:00,error,no,Q18032394,Q172341
817,XRCC4,HGNC:12831,hereditary nonpolyposis colon cancer,MONDO_0018630,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/9865,2017-05-08T00:00:00,error,no,Q18032396,Q783644
818,ZEB2,HGNC:14881,Mowat-Wilson syndrome,MONDO_0009341,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/cb06ff0d-1cc6-494c-9ce5-f7cb26f34620--2018-05-24T12:34:43,2018-05-24T12:34:43.951Z,complete,yes,Q15318481,Q2757585
819,ZNF292,HGNC:18410,complex neurodevelopmental disorder,MONDO_0100038,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/dba438b7-23f9-4c15-a8aa-f70431a193e2--2019-01-15T17:00:00,2019-01-15T17:00:00.000Z,error,no,Q18036674,absent
