	raw_drug_name	source_name	drug_UMLS_CUI	drug_ChEBI_ID	drug_cas#	predicate_raw	predicate_aggregate	predicate_string	indication_raw_string	umls_phen_cui	umls_phen_PT	drug_cas_wdid	drug_chebi_wdid	drug_cui_wdid	phen_cui_wdid
21125	terbinafine	NDFRT	C0076110	9448.0	91161-71-6	may_treat			Onychomycosis	C0040261	Onychomycosis	Q415259	Q415259	Q415259	Q917620
21126	terbinafine	NDFRT	C0076110	9448.0	91161-71-6	may_treat			Tinea Capitis	C0040250	Tinea Capitis	Q415259	Q415259	Q415259	Q650766
21127	terbinafine	NDFRT	C0076110	9448.0	91161-71-6	may_treat			Tinea Pedis	C0040259	Tinea Pedis	Q415259	Q415259	Q415259	Q5609817
21128	terbinafine	NDFRT	C0076110	9448.0	91161-71-6	may_treat			Tinea Versicolor	C0040262	Tinea Versicolor	Q415259	Q415259	Q415259	Q926462
21147	Terbutaline	NDFRT	C0039542	9449.0	23031-25-6	may_treat			Asthma	C0004096	Asthma	Q424340	Q424340	Q424340	Q35869
21160	teriflunomide	USAN_TC	C1718383	68540.0	163451-81-8	treatment			treatment of multiple sclerosis	C0026769	Multiple Sclerosis	Q3077133	Q3077133	Q3077133	Q8277
21204	Tetracaine	NDFRT	C0039629	9468.0	94-24-6	may_prevent&treat			Pain	C0030193	Pain	Q419608	Q419608	Q419608	Q81938
21223	Tetracycline	NDFRT	C0039644	27902.0	60-54-8	may_treat			Chlamydia Infections	C0008149	Chlamydia Infections	Q193045	Q193045	Q193045	Q153356
21225	Tetracycline	NDFRT	C0039644	27902.0	60-54-8	may_treat			Gonorrhea	C0018081	Gonorrhea	Q193045	Q193045	Q193045	Q101896
21235	Tetrahydrocannabinol	NDFRT	C0039663	66964.0	1972-08-3	may_treat			Anorexia	C0003123	Anorexia	Q190067	Q190067	Q190067	Q254327
21236	Tetrahydrocannabinol	NDFRT	C0039663	66964.0	1972-08-3	may_treat			Nausea	C0027497	Nausea	Q190067	Q190067	Q190067	Q186889
21237	Tetrahydrocannabinol	NDFRT	C0039663	66964.0	1972-08-3	may_treat			Vomiting	C0042963	Vomiting	Q190067	Q190067	Q190067	Q127076
21257	tetrahydrozoline	NDFRT	C0076286	28674.0	84-22-0	may_treat			Rhinitis, Vasomotor	C0035460	Rhinitis, Vasomotor	Q425109	Q425109	Q425109	Q2403156
21258	tetrahydrozoline	NDFRT	C0076286	28674.0	84-22-0	may_treat			Sinusitis	C0037199	Sinusitis	Q425109	Q425109	Q425109	Q183344
21356	Thiabendazole	NDFRT	C0039832	45979.0	148-79-8	may_treat			Dracunculiasis	C0013100	Dracunculiasis	Q424986	Q424986	Q424986	Q388646
21358	Thiabendazole	NDFRT	C0039832	45979.0	148-79-8	may_treat			Strongyloidiasis	C0038463	Strongyloidiasis	Q424986	Q424986	Q424986	Q2360849
21359	Thiabendazole	NDFRT	C0039832	45979.0	148-79-8	may_treat			Trichinosis	C0040896	Trichinellosis	Q424986	Q424986	Q424986	Q495146
21386	Thiethylperazine	NDFRT	C0039865	9544.0	1420-55-9	may_treat			Nausea	C0027497	Nausea	Q372725	Q372725	Q372725	Q186889
21388	Thiethylperazine	NDFRT	C0039865	9544.0	1420-55-9	may_treat			Vomiting	C0042963	Vomiting	Q372725	Q372725	Q372725	Q127076
21443	Thiopental	NDFRT	C0039925	102166.0	76-75-5	may_treat			Intracranial Hypertension	C0151740	Intracranial Hypertension	Q55186498	Q55186498	Q55186498	Q18558125
21461	Thioridazine	NDFRT	C0039943	9566.0	50-52-2	may_treat			Psychotic Disorders	C0033975	Psychotic Disorders	Q58375	Q58375	Q58375	Q170082
21462	Thioridazine	NDFRT	C0039943	9566.0	50-52-2	may_treat			Schizophrenia	C0036341	Schizophrenia	Q58375	Q58375	Q58375	Q41112
21475	Thiotepa	NDFRT	C0039871	9570.0	52-24-4	may_treat			Adenocarcinoma	C0001418	Adenocarcinoma	Q416507	Q416507	Q416507	Q356033
21477	Thiotepa	NDFRT	C0039871	9570.0	52-24-4	may_treat			Lymphoma	C0024299	Lymphoma	Q416507	Q416507	Q416507	Q208414
21541	tiagabine	NDFRT	C0068897	9586.0	115103-54-3	may_treat			Bipolar Disorder	C0005586	Bipolar Disorder	Q907219	Q907219	Q907219	Q131755
21542	tiagabine	NDFRT	C0068897	9586.0	115103-54-3	may_treat			Epilepsies, Partial	C0014547	Epilepsies, Partial	Q907219	Q907219	Q907219	Q7140388
21575	Ticarcillin	NDFRT	C0040193	9587.0	34787-01-4	may_treat			Septicemia	C0036690	Septicemia	Q2601832	Q2601832	Q2601832	Q183134
21576	Ticarcillin	NDFRT	C0040193	9587.0	34787-01-4	may_treat			Skin Diseases, Infectious	C0037278	Skin Diseases, Infectious	Q2601832	Q2601832	Q2601832	Q2458539
21578	Ticarcillin	NDFRT	C0040193	9587.0	34787-01-4	may_treat			Urinary Tract Infections	C0042029	Urinary Tract Infection	Q2601832	Q2601832	Q2601832	Q55779861
21687	tirofiban	NDFRT	C0247025	9605.0	144494-65-5	may_treat			Angina, Unstable	C0002965	Angina, Unstable	Q415366	Q415366	Q415366	Q2032041
21688	tirofiban	NDFRT	C0247025	9605.0	144494-65-5	may_treat			Myocardial Infarction	C0027051	Myocardial Infarction	Q415366	Q415366	Q415366	Q12152
21701	tizanidine	NDFRT	C0146011	63629.0	51322-75-9	may_treat			Low Back Pain	C0024031	Low Back Pain	Q423538	Q423538	Q423538	Q852163
21702	tizanidine	NDFRT	C0146011	63629.0	51322-75-9	may_treat			Muscle Cramp	C0026821	Muscle Cramp	Q423538	Q423538	Q423538	Q2006818
21703	tizanidine	NDFRT	C0146011	63629.0	51322-75-9	may_treat			Muscle Rigidity	C0026837	Muscle Rigidity	Q423538	Q423538	Q423538	Q21504918
21704	tizanidine	NDFRT	C0146011	63629.0	51322-75-9	may_treat			Muscle Spasticity	C0026838	Muscle Spasticity	Q423538	Q423538	Q423538	Q117060
21705	tizanidine	NDFRT	C0146011	63629.0	51322-75-9	may_treat			Myositis	C0027121	Myositis	Q423538	Q423538	Q423538	Q1433212
21706	tizanidine	NDFRT	C0146011	63629.0	51322-75-9	may_treat			Spasm	C0037763	Spasm	Q423538	Q423538	Q423538	Q574360
21707	tizanidine	NDFRT	C0146011	63629.0	51322-75-9	may_treat			Trigeminal Neuralgia	C0040997	Trigeminal Neuralgia	Q423538	Q423538	Q423538	Q1132120
21720	Tobramycin	NDFRT	C0040341	28864.0	32986-56-4	may_treat			Staphylococcal Infections	C0038160	Staphylococcal Infections	Q1758380	Q1758380	Q1758380	Q34879
21721	Tobramycin	NDFRT	C0040341	28864.0	32986-56-4	may_treat			Urinary Tract Infections	C0042029	Urinary Tract Infection	Q1758380	Q1758380	Q1758380	Q55779861
21730	Tocainide	NDFRT	C0085237	9611.0	41708-72-9	may_prevent&treat			Arrhythmia	C0003811	Cardiac Arrhythmia	Q757058	Q757058	Q757058	Q189331
21731	Tocainide	NDFRT	C0085237	9611.0	41708-72-9	may_treat			Trigeminal Neuralgia	C0040997	Trigeminal Neuralgia	Q757058	Q757058	Q757058	Q1132120
21756	Tolazoline	NDFRT	C0040373	28502.0	59-98-3	may_treat			Arteriosclerosis Obliterans	C0003851	Arteriosclerosis Obliterans	Q413772	Q413772	Q413772	Q4797546
21757	Tolazoline	NDFRT	C0040373	28502.0	59-98-3	may_treat			Causalgia	C0007462	Causalgia	Q413772	Q413772	Q413772	Q18555343
21759	Tolazoline	NDFRT	C0040373	28502.0	59-98-3	may_treat			Persistent Fetal Circulation Syndrome	C0031190	Persistent Fetal Circulation Syndrome	Q413772	Q413772	Q413772	Q7170410
21760	Tolazoline	NDFRT	C0040373	28502.0	59-98-3	may_treat			Raynaud Disease	C0034734	Raynaud Disease	Q413772	Q413772	Q413772	Q1053824
21762	Tolazoline	NDFRT	C0040373	28502.0	59-98-3	may_treat			Spasm	C0037763	Spasm	Q413772	Q413772	Q413772	Q574360
21763	Tolazoline	NDFRT	C0040373	28502.0	59-98-3	may_treat			Thromboangiitis Obliterans	C0040021	Thromboangiitis Obliterans	Q413772	Q413772	Q413772	Q746001
21764	Tolazoline	NDFRT	C0040373	28502.0	59-98-3	may_treat			Thrombophlebitis	C0040046	Thrombophlebitis	Q413772	Q413772	Q413772	Q377978
21776	tolcapone	NDFRT	C0246330	63630.0	134308-13-7	may_treat			Parkinson Disease	C0030567	Parkinson Disease	Q413840	Q413840	Q413840	Q11085
21796	Tolnaftate	NDFRT	C0040379	9620.0	2398-96-1	may_treat			Tinea Pedis	C0040259	Tinea Pedis	Q415238	Q415238	Q415238	Q5609817
21797	Tolnaftate	NDFRT	C0040379	9620.0	2398-96-1	may_treat			Tinea Versicolor	C0040262	Tinea Versicolor	Q415238	Q415238	Q415238	Q926462
21811	tolterodine	NDFRT	C0388753	9622.0	124937-51-5	may_treat			Bladder Diseases	C0005686	Urinary Bladder Diseases	Q424312	Q424312	Q424312	Q6066379
21812	tolterodine	NDFRT	C0388753	9622.0	124937-51-5	may_treat			Urinary Incontinence	C0042024	Urinary Incontinence	Q424312	Q424312	Q424312	Q281490
21836	topiramate	NDFRT	C0076829	63631.0	97240-79-4	may_treat			Bipolar Disorder	C0005586	Bipolar Disorder	Q221174	Q221174	Q221174	Q131755
21837	topiramate	NDFRT	C0076829	63631.0	97240-79-4	may_treat			Epilepsies, Partial	C0014547	Epilepsies, Partial	Q221174	Q221174	Q221174	Q7140388
21839	topiramate	NDFRT	C0076829	63631.0	97240-79-4	may_treat			Pain	C0030193	Pain	Q221174	Q221174	Q221174	Q81938
21870	torsemide	NDFRT	C0076840	9637.0	56211-40-6	may_treat			Ascites	C0003962	Ascites	Q419948	Q419948	Q419948	Q193889
21871	torsemide	NDFRT	C0076840	9637.0	56211-40-6	may_treat			Edema	C0013604	Edema	Q419948	Q419948	Q419948	Q152234
21873	torsemide	NDFRT	C0076840	9637.0	56211-40-6	may_treat			Hypertension	C0020538	Hypertensive Disease	Q419948	Q419948	Q419948	Q41861
21875	torsemide	NDFRT	C0076840	9637.0	56211-40-6	may_treat			Kidney Failure, Chronic	C0022661	Kidney Failure, Chronic	Q419948	Q419948	Q419948	Q736715
21877	torsemide	NDFRT	C0076840	9637.0	56211-40-6	may_treat			Nephrotic Syndrome	C0027726	Nephrotic Syndrome	Q419948	Q419948	Q419948	Q504790
21878	torsemide	NDFRT	C0076840	9637.0	56211-40-6	may_treat			Pulmonary Edema	C0034063	Pulmonary Edema	Q419948	Q419948	Q419948	Q857667
21949	travoprost	NDFRT	C0937916	746859.0	157283-68-6	may_treat			Glaucoma, Open-Angle	C0017612	Glaucoma, Open-Angle	Q2193376	Q2193376	Q2193376	Q3108586
21967	Trazodone	NDFRT	C0040805	9654.0	19794-93-5	may_treat			Depressive Disorder	C0011581	Depressive Disorder	Q411457	Q411457	Q411457	Q66793701
21978	treprostinil	NDFRT	C1145760	50861.0	81846-19-7	may_treat			Hypertension, Pulmonary	C0020542	Pulmonary Hypertension	Q3495231	Q3495231	Q3495231	Q1128595
21990	Tretinoin	NDFRT	C0040845	15367.0	302-79-4	may_treat			Leukemia, Promyelocytic, Acute	C0023487	Acute Promyelocytic Leukemia	Q29417	Q29417	Q29417	Q612108
22009	Triamcinolone	NDFRT	C0040864	9667.0	124-94-7	may_treat			Facial Dermatoses	C0015456	Facial Dermatoses	Q1074056	Q1074056	Q1074056	Q18555301
22011	Triamcinolone	NDFRT	C0040864	9667.0	124-94-7	may_treat			Hand Dermatoses	C0018567	Hand Dermatoses	Q1074056	Q1074056	Q1074056	Q18555313
22012	Triamcinolone	NDFRT	C0040864	9667.0	124-94-7	may_treat			Inflammation	C0021368	Inflammation	Q1074056	Q1074056	Q1074056	Q101991
22013	Triamcinolone	NDFRT	C0040864	9667.0	124-94-7	may_treat			Leg Dermatoses	C0023219	Leg Dermatoses	Q1074056	Q1074056	Q1074056	Q18555307
22014	Triamcinolone	NDFRT	C0040864	9667.0	124-94-7	may_treat			Lupus Erythematosus, Systemic	C0024141	Lupus Erythematosus, Systemic	Q1074056	Q1074056	Q1074056	Q1485
22016	Triamcinolone	NDFRT	C0040864	9667.0	124-94-7	may_treat			Rhinitis, Allergic, Perennial	C0035457	Rhinitis, Allergic, Perennial	Q1074056	Q1074056	Q1074056	Q55136018
22017	Triamcinolone	NDFRT	C0040864	9667.0	124-94-7	may_treat			Scalp Dermatoses	C0036271	Scalp Dermatoses	Q1074056	Q1074056	Q1074056	Q18555302
22066	Trichlormethiazide	NDFRT	C0040899	9683.0	133-67-5	may_treat			Edema	C0013604	Edema	Q2072745	Q2072745	Q2072745	Q152234
22068	Trichlormethiazide	NDFRT	C0040899	9683.0	133-67-5	may_treat			Hypertension	C0020538	Hypertensive Disease	Q2072745	Q2072745	Q2072745	Q41861
22069	Trichlormethiazide	NDFRT	C0040899	9683.0	133-67-5	may_treat			Nephrotic Syndrome	C0027726	Nephrotic Syndrome	Q2072745	Q2072745	Q2072745	Q504790
22104	TRIENTINE	NDFRT	C0040976	39501.0	112-24-3	may_treat			Hepatolenticular Degeneration	C0019202	Hepatolenticular Degeneration	Q418386	Q418386	Q418386	Q117121
22125	Trifluoperazine	NDFRT	C0040979	45951.0	117-89-5	may_treat			Psychotic Disorders	C0033975	Psychotic Disorders	Q1752915	Q1752915	Q1752915	Q170082
22126	Trifluoperazine	NDFRT	C0040979	45951.0	117-89-5	may_treat			Schizophrenia	C0036341	Schizophrenia	Q1752915	Q1752915	Q1752915	Q41112
22138	Triflupromazine	NDFRT	C0040989	9711.0	146-54-3	may_treat			Nausea	C0027497	Nausea	Q510494	Q510494	Q510494	Q186889
22139	Triflupromazine	NDFRT	C0040989	9711.0	146-54-3	may_treat			Pain	C0030193	Pain	Q510494	Q510494	Q510494	Q81938
22140	Triflupromazine	NDFRT	C0040989	9711.0	146-54-3	may_treat			Psychotic Disorders	C0033975	Psychotic Disorders	Q510494	Q510494	Q510494	Q170082
22141	Triflupromazine	NDFRT	C0040989	9711.0	146-54-3	may_treat			Vomiting	C0042963	Vomiting	Q510494	Q510494	Q510494	Q127076
22164	Trihexyphenidyl	NDFRT	C0041009	9720.0	144-11-6	may_treat			Parkinson Disease	C0030567	Parkinson Disease	Q2991856	Q2991856	Q2991856	Q11085
22165	Triiodothyronine	NDFRT	C0041014	18258.0	6893-02-3	may_treat			Goiter	C0018021	Goiter	Q327362	Q327362	Q327362	Q165135
22167	Triiodothyronine	NDFRT	C0041014	18258.0	6893-02-3	may_treat			Myxedema	C0027145	Myxedema	Q327362	Q327362	Q327362	Q966229
22170	Triiodothyronine	NDFRT	C0041014	18258.0	6893-02-3	may_treat			Thyrotoxicosis	C0040156	Thyrotoxicosis	Q327362	Q327362	Q327362	Q3991731
22192	Trimeprazine	NDFRT	C0041031	9725.0	84-96-8	may_treat			Dermatitis, Allergic Contact	C0162820	Dermatitis, Allergic Contact	Q2623251	Q2623251	Q2623251	Q16242752
22193	Trimeprazine	NDFRT	C0041031	9725.0	84-96-8	may_treat			Dermatitis, Atopic	C0011615	Dermatitis, Atopic	Q2623251	Q2623251	Q2623251	Q268667
22194	Trimeprazine	NDFRT	C0041031	9725.0	84-96-8	may_treat			Rhinitis, Allergic, Perennial	C0035457	Rhinitis, Allergic, Perennial	Q2623251	Q2623251	Q2623251	Q55136018
22211	trimethobenzamide	NDFRT	C0077163	27796.0	138-56-7	may_treat			Nausea	C0027497	Nausea	Q7842199	Q7842199	Q7842199	Q186889
22212	trimethobenzamide	NDFRT	C0077163	27796.0	138-56-7	may_treat			Vomiting	C0042963	Vomiting	Q7842199	Q7842199	Q7842199	Q127076
22216	Trimethoprim	DrugBank	C0041041	45924.0	738-70-5	treatment		193	For the treatment of urinary tract infections, uncomplicated pyelonephritis (with sulfamethoxazole) and mild acute prostatitis, May be used as pericoital (with sulfamethoxazole) or continuous prophylaxis in females with recurrent cystitis, May be used as an alternative to treat asymptomatic bacteriuria during pregnancy (only before the last 6 weeks of pregnancy), Other uses include: alternative agent in respiratory tract infections (otitis, sinusitus, bronchitis and pneumonia), treatment of Pneumocystis jirovecii pneumonia (acute or prophylaxis), Nocardia infections, and traveller's diarrhea.	C0028242	Nocardia Infections	Q422665	Q422665	Q422665	Q1856914
22223	Trimethoprim	DrugBank	C0041041	45924.0	738-70-5	treatment		193	For the treatment of urinary tract infections, uncomplicated pyelonephritis (with sulfamethoxazole) and mild acute prostatitis, May be used as pericoital (with sulfamethoxazole) or continuous prophylaxis in females with recurrent cystitis, May be used as an alternative to treat asymptomatic bacteriuria during pregnancy (only before the last 6 weeks of pregnancy), Other uses include: alternative agent in respiratory tract infections (otitis, sinusitus, bronchitis and pneumonia), treatment of Pneumocystis jirovecii pneumonia (acute or prophylaxis), Nocardia infections, and traveller's diarrhea.	C0042029	Urinary Tract Infection	Q422665	Q422665	Q422665	Q55779861
22232	Trimethoprim	NDFRT	C0041041	45924.0	738-70-5	may_treat			Escherichia coli Infections	C0014836	Escherichia Coli Infections	Q422665	Q422665	Q422665	Q18975220
22236	Trimethoprim	NDFRT	C0041041	45924.0	738-70-5	may_treat			Staphylococcal Infections	C0038160	Staphylococcal Infections	Q422665	Q422665	Q422665	Q34879
22237	Trimethoprim	NDFRT	C0041041	45924.0	738-70-5	may_treat			Toxoplasmosis	C0040558	Toxoplasmosis	Q422665	Q422665	Q422665	Q154878
22238	Trimethoprim	NDFRT	C0041041	45924.0	738-70-5	may_treat			Urinary Tract Infections	C0042029	Urinary Tract Infection	Q422665	Q422665	Q422665	Q55779861
22265	Trioxsalen	NDFRT	C0041086	28329.0	3902-71-4	may_treat			Albinism	C0001916	Albinism	Q854263	Q854263	Q854263	Q81867
22266	Trioxsalen	NDFRT	C0041086	28329.0	3902-71-4	may_treat			Psoriasis	C0033860	Psoriasis	Q854263	Q854263	Q854263	Q179945
22267	Trioxsalen	NDFRT	C0041086	28329.0	3902-71-4	may_treat			Vitiligo	C0042900	Vitiligo	Q854263	Q854263	Q854263	Q180152
22278	Tripelennamine	NDFRT	C0041090	9741.0	91-81-6	may_treat			Rhinitis, Allergic, Perennial	C0035457	Rhinitis, Allergic, Perennial	Q415203	Q415203	Q415203	Q55136018
22325	Troleandomycin	NDFRT	C0041165	45735.0	2751-09-9	may_treat			Asthma	C0004096	Asthma	Q1087499	Q1087499	Q1087499	Q35869
22327	Troleandomycin	NDFRT	C0041165	45735.0	2751-09-9	may_treat			Chlamydia Infections	C0008149	Chlamydia Infections	Q1087499	Q1087499	Q1087499	Q153356
22328	Troleandomycin	NDFRT	C0041165	45735.0	2751-09-9	may_treat			Gonorrhea	C0018081	Gonorrhea	Q1087499	Q1087499	Q1087499	Q101896
22329	Troleandomycin	NDFRT	C0041165	45735.0	2751-09-9	may_treat			Legionnaires' Disease	C0023241	Legionnaires' Disease	Q1087499	Q1087499	Q1087499	Q154882
22331	Troleandomycin	NDFRT	C0041165	45735.0	2751-09-9	may_treat			Staphylococcal Infections	C0038160	Staphylococcal Infections	Q1087499	Q1087499	Q1087499	Q34879
22332	Troleandomycin	NDFRT	C0041165	45735.0	2751-09-9	may_treat			Streptococcal Infections	C0038395	Streptococcal Infections	Q1087499	Q1087499	Q1087499	Q11564537
22336	Tromethamine	NDFRT	C0041175	9754.0	77-86-1	may_treat			Acidosis	C0001122	Acidosis	Q413961	Q413961	Q413961	Q185089
22431	UNOPROSTONE	NDFRT	C0772319	39455.0	120373-36-6	may_treat			Glaucoma, Open-Angle	C0017612	Glaucoma, Open-Angle	Q4859684	Q4859684	Q4859684	Q3108586
22439	Urea	NDFRT	C0041942	16199.0	57-13-6	may_treat			Hyperkeratosis, Epidermolytic	C0079153	Hyperkeratosis, Epidermolytic	Q48318	Q48318	Q48318	Q3801491
22440	Urea	NDFRT	C0041942	16199.0	57-13-6	may_treat			Intracranial Hypertension	C0151740	Intracranial Hypertension	Q48318	Q48318	Q48318	Q18558125
22441	Urea	NDFRT	C0041942	16199.0	57-13-6	may_treat			Ocular Hypertension	C0028840	Ocular Hypertension	Q48318	Q48318	Q48318	Q9294051
22462	URSODIOL	NDFRT	C0042105	9907.0	128-13-2	may_treat			Cholelithiasis	C0008350	Cholelithiasis	Q241374	Q241374	Q241374	Q7069348
22479	valdecoxib	NDFRT	C0913246	63634.0	181695-72-7	may_treat			Arthritis, Rheumatoid	C0003873	Rheumatoid Arthritis	Q347613	Q347613	Q347613	Q187255
22480	valdecoxib	NDFRT	C0913246	63634.0	181695-72-7	may_treat			Dysmenorrhea	C0013390	Dysmenorrhea	Q347613	Q347613	Q347613	Q816422
22501	valsartan	NDFRT	C0216784	9927.0	137862-53-4	may_treat			Diabetic Nephropathies	C0011881	Diabetic Nephropathy	Q155472	Q155472	Q155472	Q1129105
22503	valsartan	NDFRT	C0216784	9927.0	137862-53-4	may_treat			Hypertension	C0020538	Hypertensive Disease	Q155472	Q155472	Q155472	Q41861
22571	venlafaxine	NDFRT	C0078569	9943.0	93413-69-5	may_treat			Autistic Disorder	C0004352	Autistic Disorder	Q898407	Q898407	Q898407	Q38404
22572	venlafaxine	NDFRT	C0078569	9943.0	93413-69-5	may_treat			Depressive Disorder	C0011581	Depressive Disorder	Q898407	Q898407	Q898407	Q66793701
22573	venlafaxine	NDFRT	C0078569	9943.0	93413-69-5	may_treat			Fatigue Syndrome, Chronic	C0015674	Chronic Fatigue Syndrome	Q898407	Q898407	Q898407	Q209733
22574	venlafaxine	NDFRT	C0078569	9943.0	93413-69-5	may_treat			Obsessive-Compulsive Disorder	C0028768	Obsessive-Compulsive Disorder	Q898407	Q898407	Q898407	Q178190
22575	venlafaxine	NDFRT	C0078569	9943.0	93413-69-5	may_treat			Pain	C0030193	Pain	Q898407	Q898407	Q898407	Q81938
22634	vilanterol	USAN_TC	C2935023	75037.0	503068-34-6	treatment			treatment of COPD and asthma	C0004096	Asthma	Q15053666	Q15053666	Q15053666	Q35869
22635	vilanterol	USAN_TC	C2935023	75037.0	503068-34-6	treatment			treatment of COPD and asthma	C0024117	Chronic Obstructive Airway Disease	Q15053666	Q15053666	Q15053666	Q199804
22818	Yohimbine	NDFRT	C0724441	10093.0	146-48-5	may_treat			Impotence	C0242350	Erectile Dysfunction	Q412226	Q412226	Q412226	Q184674
22828	zafirlukast	NDFRT	C0378466	10100.0	107753-78-6	may_prevent&treat			Asthma	C0004096	Asthma	Q928378	Q928378	Q928378	Q35869
22922	zileuton	NDFRT	C0081408	10112.0	111406-87-2	may_prevent&treat			Asthma	C0004096	Asthma	Q202998	Q202998	Q202998	Q35869
22948	ziprasidone	NDFRT	C0380393	10119.0	146939-27-7	may_treat			Schizophrenia	C0036341	Schizophrenia	Q205517	Q205517	Q205517	Q41112
22988	zonisamide	NDFRT	C0078844	10127.0	68291-97-4	may_treat			Epilepsies, Partial	C0014547	Epilepsies, Partial	Q219957	Q219957	Q219957	Q7140388
23038	azelaic acid	NDFRT	C0052761	48131.0	123-99-9	may_treat			Rosacea	C0035854	Rosacea	Q413504	Q413504	Q413504	Q831530
23070	boric acid	NDFRT	C0006020	33118.0	10043-35-3	may_treat			Diaper Rash	C0011974	Diaper Rash	Q187045	Q187045	Q187045	Q284343
23115	Edetic Acid	NDFRT	C0013618	42191.0	60-00-4	may_treat			Hypercalcemia	C0020437	Hypercalcemia	Q408032	Q408032	Q408032	Q1474877
23116	Edetic Acid	NDFRT	C0013618	42191.0	60-00-4	may_treat			Overdose	C0029944	Drug Overdose	Q408032	Q408032	Q408032	Q3505252
23117	Edetic Acid	NDFRT	C0013618	42191.0	60-00-4	may_treat			Tachycardia, Ventricular	C0042514	Tachycardia, Ventricular	Q408032	Q408032	Q408032	Q56002
23125	Ethacrynic Acid	NDFRT	C0014963	4876.0	58-54-8	may_treat			Ascites	C0003962	Ascites	Q418571	Q418571	Q418571	Q193889
23126	Ethacrynic Acid	NDFRT	C0014963	4876.0	58-54-8	may_treat			Edema	C0013604	Edema	Q418571	Q418571	Q418571	Q152234
23128	Ethacrynic Acid	NDFRT	C0014963	4876.0	58-54-8	may_treat			Hypertension	C0020538	Hypertensive Disease	Q418571	Q418571	Q418571	Q41861
23130	Ethacrynic Acid	NDFRT	C0014963	4876.0	58-54-8	may_treat			Kidney Failure, Chronic	C0022661	Kidney Failure, Chronic	Q418571	Q418571	Q418571	Q736715
23132	Ethacrynic Acid	NDFRT	C0014963	4876.0	58-54-8	may_treat			Nephrotic Syndrome	C0027726	Nephrotic Syndrome	Q418571	Q418571	Q418571	Q504790
23133	Ethacrynic Acid	NDFRT	C0014963	4876.0	58-54-8	may_treat			Pulmonary Edema	C0034063	Pulmonary Edema	Q418571	Q418571	Q418571	Q857667
23156	Folic Acid	NDFRT	C0016410	27470.0	59-30-3	may_treat			Anemia, Megaloblastic	C0002888	Anemia, Megaloblastic	Q127060	Q127060	Q127060	Q10832211
23157	Folic Acid	NDFRT	C0016410	27470.0	59-30-3	may_prevent&treat			Folic Acid Deficiency	C0016412	Folic Acid Deficiency	Q127060	Q127060	Q127060	Q2915477
23167	glycolic acid	NDFRT	C1533643	17497.0	79-14-1	may_prevent&treat			Dermatitis	C0011603	Dermatitis	Q409373	Q409373	Q409373	Q229256
23178	Iopanoic Acid	NDFRT	C0022028	5951.0	96-83-3	may_treat			Hyperthyroidism	C0020550	Hyperthyroidism	Q1672108	Q1672108	Q1672108	Q16499
